0
"3007,""{66455, 92263, 49526, 47}"",Scanner,,47764.0"
"3064,""{22631, 64904, 585, 715, 66092}"",Scanner,True,24940.0"
"3065,""{22116, 66092, 33524, 42068, 61373}"",Scanner,,51167.0"
"3108,""{384, 609, 517, 716, 3789, 561, 792, 603, 797, 703}"",Scanner,,50300.0"
"3160,""{90149, 51209, 88367, 67247, 72791, 64475, 95165}"",Scanner,,47764.0"
"3169,""{585, 61373}"",Scanner,True,51167.0"
"3177,""{36128, 8705, 94274, 32960, 84935, 99323}"",Scanner,True,24940.0"
"3218,""{83384, 66092, 98399}"",Scanner,True,24940.0"
"3257,""{31971, 66092, 92263}"",Scanner,True,24940.0"
"3309,""{95365, 93449, 83088, 63122, 66455, 24218, 100379, 96155, 13853, 77083, 91935, 95264, 76322, 20387, 95396, 31013, 17186, 80680, 66092, 94637, 55598, 88367, 25007, 3889, 90546, 25139, 561, 94901, 439, 65597, 61373, 33983, 32960, 44477, 94274, 9794, 95165, 44741, 82757, 95430, 66125, 51407, 96848, 97360, 42068, 19925, 99158, 36953, 92, 22111, 98399, 22113, 59360, 99686, 92263, 72296, 32234, 23786, 10092, 97772, 86387}"",Scanner,,30633.0"
"3320,""{94208, 1029, 521, 93449, 56588, 84110, 87443, 59030, 86552, 77083, 95132, 77084, 90149, 80680, 66092, 88367, 561, 90546, 46259, 58933, 24249, 191, 32960, 44741, 82757, 59724, 74573, 51407, 96848, 97360, 77015, 77016, 99422, 98399, 22113, 36194, 22116, 92263, 90216, 10092, 44016, 36722, 43124, 94837}"",Scanner,,30633.0"
"3327,""{43553, 23786, 47, 88367, 7286}"",Scanner,,47764.0"
"3364,""{37482, 422, 98399}"",Scanner,True,24940.0"
"3393,""{64904, 93449, 43158, 43553, 88367, 61373, 36030, 703, 32960, 66125, 97360, 76883, 91733, 61274, 6494, 42465, 90216, 33524, 758}"",Scanner,,24940.0"
"3432,""{95365, 95430, 22631, 44741, 38504, 77576, 98729, 66092, 64904, 88367, 38802, 58898, 43124, 43157, 33524, 66455, 73880, 61373}"",Scanner,,24940.0"
"3482,""{31971, 37482, 66092, 41177, 77083, 6494, 65663}"",Scanner,True,24940.0"
"3491,""{32960, 7286, 66455}"",Scanner,,47764.0"
"3502,""{43553, 23786, 74573, 47, 88367, 24249, 26492}"",Scanner,,47764.0"
"3557,""{95201, 67, 88367, 27119, 43124, 43157, 43158, 94903, 33524, 191}"",Scanner,,51167.0"
"3580,""{94208, 95365, 77576, 43157, 43158, 66455, 24218, 13853, 63518, 66092, 88367, 76984, 24249, 61373, 32960, 73154, 16460, 97360, 6362, 6494, 43124, 33524}"",Scanner,,13188.0"
"3614,""{43553, 23786, 74573, 47, 88367, 7286}"",Scanner,,47764.0"
"3616,""{43553, 54278, 23786, 47, 88367, 7286, 24249}"",Scanner,,47764.0"
"3642,""{61472, 22116, 66092, 88367, 97360, 86387, 43124, 94837, 66455, 71867, 61373, 6494}"",Scanner,,24940.0"
"3670,""{95365, 64904, 521, 88202, 93449, 87311, 83088, 58898, 63122, 66455, 100379, 77083, 87839, 95264, 90149, 34214, 66092, 88367, 3889, 561, 25139, 11444, 58933, 94901, 77114, 77115, 95165, 32960, 28868, 86981, 44741, 77642, 49099, 59724, 22862, 51407, 96848, 97360, 75992, 96089, 95066, 99422, 95199, 95200, 22113, 98399, 92263, 26856, 10092, 72560, 94837, 99323}"",Scanner,,30633.0"
"3746,""{86784, 64904, 83088, 38802, 63122, 43157, 43158, 55829, 66455, 95000, 59030, 792, 95132, 67742, 43553, 76322, 3626, 66092, 88367, 3889, 561, 46259, 24249, 77115, 92988, 61373, 95165, 32960, 91073, 94274, 95300, 82757, 33224, 51275, 74573, 51407, 96848, 94803, 42068, 99158, 97112, 95066, 57183, 22113, 36194, 22116, 92263, 90216, 23786, 97772, 4717, 49262, 49394, 94836, 43124, 33524}"",Scanner,,30633.0"
"3758,""{32960, 83714, 31971, 90149, 22631, 66092, 561, 58933, 95165}"",Scanner,True,32097.0"
"3777,""{32960, 54278, 64904, 55598, 6494}"",Scanner,True,24940.0"
"3789,""{43157, 43158, 66455, 24218, 88367, 25139, 72758, 94904, 61373, 44477, 94274, 9794, 86981, 95430, 97360, 6362, 80480, 77543, 10092, 27119, 43124, 33524}"",Scanner,,24940.0"
"3818,""{93649, 458, 61373, 66455}"",Scanner,,47764.0"
"3832,""{64904, 43157, 43158, 66455, 42266, 88367, 77115, 71867, 61373, 32960, 86981, 95430, 585, 100313, 6494, 59360, 42465, 43124, 98037, 33524}"",Scanner,,24940.0"
"3856,""{66092, 88367, 51407, 94837, 66455, 77116, 61373}"",Scanner,,51167.0"
"3936,""{22113, 94274, 31971, 82757, 84935, 92263, 585, 713, 77642, 64904, 66125, 96914, 94837, 50582, 77083, 95132}"",Scanner,True,24940.0"
"3937,""{32960, 8705, 77642, 88367, 97360, 76817, 96848, 43124, 94837, 43158, 33524, 792, 99158, 42266, 20123, 61373, 87839}"",Scanner,,16276.0"
"3939,""{32960, 1029, 84935, 88367, 96848, 13457, 61373, 94803, 86387, 43157, 43158, 66455, 43124, 33524, 77115, 95165, 77016}"",Scanner,,24940.0"
"3949,""{95365, 81800, 43157, 43158, 73880, 77083, 87839, 86816, 31013, 12969, 66092, 88367, 25139, 11444, 71867, 77115, 61373, 703, 32960, 191, 603, 6494, 22631, 10092, 43124, 33524, 65663}"",Scanner,True,32097.0"
"3999,""{22113, 758, 52826, 77083, 6494}"",Scanner,True,24940.0"
"4021,""{30849, 94274, 99686, 33224, 715, 300, 59724, 88367, 66455, 43124, 43157, 89654, 98037, 33524, 24249, 96155, 61373, 57183}"",Scanner,,24940.0"
"4042,""{83714, 64904, 395, 83088, 43157, 43158, 66455, 63518, 43553, 90149, 42664, 300, 88367, 45104, 25139, 11444, 24249, 82362, 71867, 77116, 61373, 191, 32960, 84935, 77642, 51407, 94675, 95957, 77147, 6494, 61406, 22111, 95462, 75630, 43124, 33524}"",Scanner,,24940.0"
"4051,""{64904, 63122, 792, 66092, 88367, 45104, 3889, 11444, 76984, 71867, 61373, 32960, 94274, 585, 3789, 77015, 61274, 22116, 37482, 92525}"",Scanner,,24940.0"
"4081,""{43553, 23786, 74573, 94639, 88367, 47, 7286, 24249}"",Scanner,,47764.0"
"4103,""{49427, 66455, 43289, 77083, 95132, 76322, 61604, 24249, 19133, 61373, 77642, 97360, 6494, 22113, 42465, 44016, 43124, 33524, 76026}"",Scanner,,24940.0"
"4104,""{64904, 43158, 66455, 77083, 100379, 31013, 88367, 71867, 61373, 94274, 84935, 713, 97360, 95957, 52826, 6494, 98399, 22116, 43124, 94837, 33524, 65663}"",Scanner,,24940.0"
"4130,""{43553, 23786, 74573, 88367, 47, 7286, 24249, 99323}"",Scanner,,47764.0"
"4156,""{95365, 80909, 90512, 43157, 43158, 66455, 63518, 94637, 55598, 88367, 3889, 61373, 585, 715, 22111, 22113, 10092, 43124, 33524, 758}"",Scanner,,24940.0"
"4169,""{64904, 75662, 43157, 43158, 66455, 792, 66092, 88367, 25139, 46259, 94903, 76984, 77115, 61373, 94274, 77642, 97360, 98399, 31971, 22116, 10092, 97772, 43124, 34676, 33524}"",Scanner,,24940.0"
"4179,""{7286, 57183}"",Scanner,,24940.0"
"4185,""{36128, 36194, 22631, 77642, 51275, 66092, 48570, 58933, 97112, 52826, 76984, 191}"",Scanner,True,13188.0"
"4190,""{64904, 270, 43157, 43158, 66092, 88367, 11312, 94769, 58933, 72758, 77115, 61373, 191, 32960, 82757, 77510, 585, 77015, 98399, 22113, 22631, 58601, 28010, 43124, 33524}"",Scanner,,24940.0"
"4232,""{60548, 43718, 66092, 88367, 97360, 66455, 95000, 37811, 33524, 61373, 43158, 78071, 792, 41177, 72758, 77083, 95165, 22111}"",Scanner,,24940.0"
"4252,""{43553, 97772, 88367, 94769, 561, 61373}"",Scanner,,51167.0"
"4283,""{22113, 92263, 300, 96848, 38900, 758, 72758, 83384, 36029, 6494}"",Scanner,True,24940.0"
"4285,""{77115, 36524, 758, 88367}"",Scanner,,4837.0"
"4286,""{95201, 73154, 95365, 77642, 88367, 47, 98037, 7286}"",Scanner,,4837.0"
"4294,""{60548, 95365, 98960, 43157, 43158, 66455, 63518, 88367, 561, 439, 57017, 71867, 61373, 44477, 32960, 585, 715, 97360, 52826, 61406, 92263, 43124, 33524, 758}"",Scanner,,24940.0"
"4296,""{66455, 32960, 47}"",Scanner,,47764.0"
"4548,""{93185, 64904, 73880, 43289, 67247, 47, 88367, 55730, 561, 21179, 95165, 44477, 98879, 32960, 77510, 97360, 210, 99158, 77015, 99290, 26591, 98399, 22113, 7286}"",Scanner,,31027.0"
"4763,""{47, 90512, 88367, 7286, 77015, 24249, 77083, 636}"",Scanner,,12876.0"
"4771,""{39264, 68897, 77642, 101006}"",Scanner,True,198093.0"
"4855,""{77642, 10355, 85727}"",Scanner,True,205100.0"
"4870,""{64904, 90512, 38802, 34709, 66455, 95000, 792, 63386, 100379, 13853, 66092, 67247, 88367, 561, 25139, 11444, 58933, 72758, 77114, 2237, 36030, 98879, 32960, 9794, 80579, 49099, 51407, 97360, 94674, 94803, 3161, 6494, 26591, 22113, 31971, 22116, 95462, 22631, 92263, 75498, 10092, 49262, 90480, 94835, 33524, 99323}"",Scanner,True,30633.0"
"4882,""{32960, 94274, 90149, 22631, 92263, 64904, 23786, 48570, 13457, 3889, 561, 100313, 24218, 77083, 95165, 65663}"",Scanner,True,24940.0"
"4952,""{84110, 90512, 66455, 95000, 11545, 792, 100379, 77083, 63518, 95264, 43553, 17186, 95396, 66092, 88367, 3889, 561, 94903, 77116, 65597, 36030, 703, 32960, 44477, 36029, 11712, 82757, 74573, 3789, 94671, 51407, 97360, 94675, 94803, 94935, 77016, 41177, 95066, 100313, 95198, 99422, 95200, 98399, 31971, 95462, 22631, 38504, 23786, 68732}"",Scanner,,30633.0"
"4995,""{100957, 30518}"",Bruteforce,True,12322.0"
"5146,""{32960, 47, 7286, 88367}"",Scanner,,24940.0"
"5148,""{90149, 561, 66455, 51770, 67742}"",Scanner,,24940.0"
"5183,""{73880, 47, 7286, 88367}"",Scanner,,45899.0"
"5209,""{50120, 73385, 90248}"",Bruteforce,True,4134.0"
"5238,""{68897, 77642}"",Scanner,True,60729.0"
"5257,""{67742, 7286, 47}"",Scanner,,45899.0"
"5288,""{98400, 26, 3626, 22}"",Bruteforce,True,34665.0"
"5328,""{83088, 66455, 90512, 51407}"",Scanner,,24940.0"
"5403,""{384, 93185, 93449, 34577, 38802, 13457, 50582, 66455, 11545, 100379, 77083, 95264, 76322, 20387, 17186, 12969, 66092, 88367, 561, 90546, 25139, 11444, 58933, 72758, 94902, 76984, 24249, 48570, 77114, 58040, 61373, 95165, 191, 32960, 91073, 59460, 33224, 59724, 97360, 77015, 77016, 95066, 99422, 95201, 36194, 31971, 22113, 15206, 35435, 10092, 49262, 94835, 94836, 94837, 94838, 758, 98037, 636}"",Scanner,,30633.0"
"5429,""{104, 191}"",Scanner,True,209366.0"
"5466,""{292, 590}"",Bruteforce,,53667.0"
"5674,""{36953, 64970, 73221, 77213}"",Bruteforce,True,393275.0"
"5974,""{22113, 47, 88367, 94675, 343}"",Scanner,,4837.0"
"5997,""{60548, 43158, 76322, 80680, 42664, 66092, 88367, 561, 94903, 95165, 61373, 191, 11712, 585, 97360, 94675, 6494, 95201, 31971, 22116}"",Scanner,,16276.0"
"5998,""{33093, 34181, 33224, 60911, 22138, 41277}"",Spammer,,200391.0"
"6005,""{66092, 47, 7286, 88367}"",Scanner,,12876.0"
"6009,""{9794, 84935, 66092, 56588, 55598, 96848, 561, 52826, 79259, 191}"",Scanner,True,16276.0"
"6051,""{32960, 82757, 90149, 64904, 42664, 51407, 97360, 88367, 624, 86387, 25139, 561, 61373, 66455, 76984, 20123, 95165, 191}"",Scanner,,16276.0"
"6079,""{88367, 90512, 47, 43158, 66455, 7286, 96089, 61373}"",Scanner,,12876.0"
"6187,""{64904, 57875, 66455, 100379, 77084, 42664, 66092, 47, 88367, 45104, 58040, 61373, 51407, 96848, 51408, 77015, 22113, 31971, 37482, 51440, 7286, 85496}"",Scanner,,15169.0"
"6224,""{90149, 51209, 77642, 88367, 67247, 72791, 64475, 95165}"",Scanner,,47764.0"
"6225,""{90149, 51209, 77642, 88367, 67247, 72791, 64475, 95165}"",Scanner,,47764.0"
"6226,""{9794, 34346, 95365, 7286}"",Scanner,,47764.0"
"6227,""{90149, 51209, 77642, 88367, 67247, 72791, 64475, 95165}"",Scanner,,47764.0"
"6229,""{10092, 9794, 34346}"",Scanner,,47764.0"
"6232,""{95365, 34346, 10092, 84341, 7286, 61274}"",Scanner,,47764.0"
"6233,""{90149, 51209, 88367, 67247, 72791, 64475, 95165}"",Scanner,,47764.0"
"6241,""{51209, 23786, 77642, 11545, 64475, 67742}"",Scanner,True,237.0"
"6267,""{39432, 47, 88367, 25139, 7286, 33983}"",Scanner,,12876.0"
"6280,""{43553, 22631, 23786, 77642, 66092, 88367, 51440, 94769, 561, 66455, 24249, 61373}"",Scanner,,16276.0"
"6303,""{22113, 63683, 66092, 88367, 97360, 66455, 47, 25139, 63122, 43157, 7286, 77015}"",Scanner,,12876.0"
"6320,""{54278, 38802, 58898, 43157, 43158, 66455, 100379, 77083, 77084, 61472, 94242, 94243, 66092, 59822, 88367, 3889, 25139, 24249, 61373, 95165, 32960, 67, 77510, 585, 458, 715, 97360, 32465, 95957, 6494, 31971, 22116, 23786, 10092, 97772, 86387, 43124, 33524}"",Scanner,,24940.0"
"6374,""{75630, 88367, 96848, 47, 43124, 43158, 343, 24249}"",Scanner,,4837.0"
"6406,""{32960, 31971, 31013, 99686, 64904, 585, 66092, 88367, 97360, 94671, 43124, 94837, 43158, 66455, 33524, 82362, 71867, 61373}"",Scanner,True,24940.0"
"6456,""{75960, 76322, 7286}"",Scanner,,24940.0"
"6541,""{64904, 43157, 43158, 66455, 77083, 66092, 88367, 45104, 561, 90546, 58933, 89654, 76984, 71867, 61373, 84935, 97360, 6494, 10092, 75630, 86387, 43124, 33524}"",Scanner,,24940.0"
"6594,""{43157, 43158, 792, 77084, 90149, 88367, 561, 77114, 61373, 191, 94274, 84935, 49099, 97360, 77016, 61406, 31971, 43124, 33524}"",Scanner,,16276.0"
"6661,""{43157, 43158, 66455, 63518, 95264, 43553, 98729, 66092, 88367, 72758, 61373, 32960, 96848, 97360, 95957, 77016, 31971, 10092, 97772, 43124, 33524}"",Scanner,,24940.0"
"6663,""{83088, 90512, 43157, 43158, 95396, 90149, 44973, 88367, 561, 25139, 48570, 95165, 61373, 77642, 97360, 76883, 2138, 95199, 95462, 43124}"",Scanner,,16276.0"
"6666,""{32960, 73154, 31971, 92263, 64904, 585, 521, 6362}"",Scanner,True,24940.0"
"6678,""{11712, 17186, 82757, 84935, 99983, 88367, 25139, 43157, 76984, 24249, 100379, 61373, 191}"",Scanner,,16276.0"
"6726,""{32135, 43157, 43158, 66455, 95396, 90149, 88367, 51770, 77116, 61373, 191, 585, 74573, 95066, 92263, 86387, 43124, 94837, 33524, 94840}"",Scanner,True,16276.0"
"6729,""{77576, 55829, 43158, 66455, 43157, 67742, 88367, 561, 25139, 24249, 61373, 191, 32960, 585, 77642, 97360, 94803, 77015, 57183, 36194, 22631, 96617, 43124, 94837, 33524}"",Scanner,,16276.0"
"6776,""{77642, 458, 97772, 88367, 66455, 77115, 25139, 33524, 43157, 77015, 71867, 26492, 61373, 6494}"",Scanner,,24940.0"
"6845,""{66092, 59724, 55730, 25139, 43124, 43157, 43158, 66455, 758, 95957, 33524, 20123, 61373, 77016}"",Scanner,,16276.0"
"6847,""{95365, 83088, 43157, 43158, 66455, 63518, 66092, 88367, 561, 25139, 77115, 61373, 191, 32960, 43718, 713, 77642, 3161, 88037, 23786, 43124, 33524}"",Scanner,,16276.0"
"6858,""{83219, 43157, 43158, 66455, 792, 20123, 84770, 88367, 94903, 76984, 77115, 61373, 96848, 97360, 42068, 22111, 94835, 33524, 43124}"",Scanner,,24940.0"
"6862,""{95200, 94274, 93449, 88367, 97360, 33524, 43157, 43158, 77015, 43124, 95066, 61373}"",Scanner,,16276.0"
"6884,""{99686, 74573, 51407, 97360, 88367, 61373, 76883, 10388, 43157, 43158, 66455, 72758, 24249, 43124, 603, 33524, 42332, 191}"",Scanner,True,16276.0"
"6895,""{22113, 36722, 4019, 758}"",Scanner,True,30060.0"
"6908,""{22116, 77642, 58898, 55829, 72758, 191}"",Scanner,True,16276.0"
"6937,""{31971, 60549, 90149, 59724, 95066, 88367, 47, 83088, 95165, 91733, 7286, 66455, 73880, 72758, 46490, 797, 26591}"",Scanner,,60868.0"
"6938,""{22116, 60549, 90149, 59724, 88367, 47, 83088, 95165, 25139, 91733, 7286, 66455, 72758, 46490, 77084, 797, 26591}"",Scanner,,60868.0"
"6952,""{22116, 60549, 90149, 797, 59724, 88367, 47, 25139, 91733, 7286, 66455, 73880, 72758, 46490, 77084, 95165, 26591}"",Scanner,,60868.0"
"6959,""{61373, 50054}"",Scanner,,51167.0"
"6986,""{22116, 60549, 797, 59724, 88367, 47, 91733, 7286, 66455, 73880, 72758, 95066, 95165, 26591}"",Scanner,,60868.0"
"7005,""{22116, 60549, 90149, 93449, 59724, 88367, 47, 95165, 25139, 91733, 7286, 66455, 73880, 72758, 46490, 77084, 95066, 26591}"",Scanner,,60868.0"
"7018,""{75497, 98762, 59459, 3589}"",Bruteforce,,4134.0"
"7046,""{95200, 31971, 22116, 60549, 90149, 797, 59724, 88367, 97360, 47, 91733, 7286, 66455, 73880, 72758, 46490, 95165, 26591}"",Scanner,,60868.0"
"7047,""{22116, 60549, 90149, 797, 59724, 95066, 88367, 47, 25139, 91733, 7286, 66455, 73880, 72758, 46490, 95165, 26591}"",Scanner,,60868.0"
"7050,""{30849, 77576, 521, 83088, 43157, 43158, 66455, 43553, 94244, 98729, 66092, 55598, 88367, 90546, 25139, 77114, 71867, 77116, 61373, 77115, 32960, 91073, 94274, 28868, 86981, 57413, 84935, 97360, 54740, 95957, 77016, 6494, 98399, 10092, 94836, 43124, 33524}"",Scanner,,24940.0"
"7051,""{43157, 43158, 66455, 59030, 20123, 61472, 88367, 25139, 58933, 58040, 77114, 71867, 77116, 95165, 61373, 98879, 32960, 77642, 715, 42068, 98399, 31971, 23786, 100844, 97772, 43124, 33524, 758, 65663}"",Scanner,,24940.0"
"7059,""{22116, 60549, 59724, 88367, 47, 95165, 561, 25139, 91733, 7286, 66455, 72758, 46490, 797, 26591}"",Scanner,,60868.0"
"7086,""{95365, 84110, 90512, 43157, 77083, 77084, 90149, 88367, 3889, 90546, 61373, 191, 77642, 97360, 22113, 95462, 86387, 43124, 33524, 758}"",Scanner,,16276.0"
"7088,""{66455, 90546, 97772, 51407}"",Scanner,,24940.0"
"7091,""{64904, 77576, 43157, 43158, 66455, 20123, 300, 88367, 72758, 71867, 61373, 191, 32960, 715, 95957, 10092, 44016, 43124, 33524, 94840}"",Scanner,,16276.0"
"7100,""{32960, 67, 585, 88367, 43124, 43157, 43158, 66455, 758, 65663, 61373, 6494, 191}"",Scanner,True,16276.0"
"7112,""{32960, 26723, 95396, 99686, 66092, 10092, 88367, 67247, 43158, 72758, 24249, 52826, 77115, 191}"",Scanner,,16276.0"
"7119,""{561, 90149, 191}"",Scanner,,24940.0"
"7138,""{81800, 83120}"",Bruteforce,True,58466.0"
"7185,""{47, 44016, 88367, 7286, 67742}"",Scanner,,45899.0"
"7200,""{797, 67247, 47, 3889, 95165}"",Scanner,,34948.0"
"7203,""{90446, 47, 51440, 95957, 7286, 91935}"",Scanner,,24940.0"
"7208,""{23786, 74573, 47}"",Scanner,,24940.0"
"7308,""{191, 90149, 58898, 72758, 61274, 603, 6494, 65663}"",Scanner,True,16276.0"
"7326,""{88367, 43124, 43158, 24218, 61373}"",Scanner,,16276.0"
"7358,""{95200, 94274, 66092, 88367, 77083, 46259, 43124, 43157, 43158, 66455, 792, 95957, 33524, 100379, 61373}"",Scanner,,24940.0"
"7380,""{74243, 95365, 93449, 43158, 66455, 63518, 61472, 43553, 66092, 88367, 561, 58933, 24249, 61373, 32960, 94274, 97360, 6362, 65663}"",Scanner,,24940.0"
"7382,""{9794, 74573, 47, 25139, 11444, 7286, 99158, 95165, 98399}"",Scanner,,14618.0"
"7386,""{64904, 43157, 43158, 66455, 77083, 43553, 31013, 66092, 88367, 77114, 61373, 94274, 82757, 458, 96848, 37085, 22631, 10092, 43124, 33524, 758}"",Scanner,,24940.0"
"7387,""{83088, 43157, 43158, 66455, 20123, 90149, 294, 66092, 55598, 88367, 94769, 90546, 25139, 11444, 561, 95430, 10092, 33524, 94838, 90614}"",Scanner,,16276.0"
"7393,""{30849, 83714, 95365, 90512, 43157, 43158, 66455, 66092, 88367, 3889, 25139, 77114, 77115, 61373, 191, 32960, 82757, 85496, 77642, 715, 458, 51407, 94675, 6494, 98399, 31971, 22116, 23786, 97772, 43124, 94837, 33524, 77048}"",Scanner,,32097.0"
"7412,""{47, 95165, 88367}"",Scanner,,34948.0"
"7443,""{90149, 34346, 76685, 47, 67247, 77115}"",Scanner,,47764.0"
"7478,""{81800, 77576, 83186, 85727, 76916, 64310, 22111}"",Bruteforce,True,6568.0"
"7577,""{77576, 91832, 7286, 88367}"",Scanner,,4837.0"
"7604,""{64904, 395, 63122, 57875, 66455, 42664, 47, 88367, 63683, 28868, 51407, 96848, 51408, 77015, 26591, 22113, 27878, 35303, 49262, 51440, 7286, 65663}"",Scanner,,396982.0"
"7633,""{32960, 43553, 44741, 84935, 49099, 66092, 88367, 72527, 66455, 33524, 43157, 43158, 58933, 792, 94837, 48570, 77084, 61373}"",Scanner,,24940.0"
"7674,""{34346, 76685, 67247, 7286, 87839}"",Scanner,,47764.0"
